"Study Area","Transect Name","Point Id","Date","Point Index","Direction","Canopy1","Canopy2","Canopy3","Top Layer","Height","Lower1","Lower2","Lower3","Lower4","Lower5","Lower6","Lower7","Lower8","Lower9","Lower10","Soil Surface","Thatch Indices Lower","Thatch Top Layer"
SMA-11-01,TOKA,TOKA-007,2016-05-25,8,57,,,,VUMY,16,PLLA,AICA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,9,57,,,,TRDU2,15,DACA3,PLLA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,10,57,,,,DACA3,13,LIUS,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,11,57,,,,PLLA,21,VUMY,DACA3,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,12,57,,,,DACA3,13,TRDU2,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,13,57,,,,VUMY,16,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,14,57,,,,DACA3,11,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,15,57,,,,VUMY,10,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,16,57,,,,VUMY,9,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,17,57,,,,VUMY,12,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,18,57,,,,DACA3,28,VUMY,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,19,57,,,,DACA3,22,VUMY,LIUS,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,20,57,,,,VUMY,18,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,21,57,,,,VUMY,23,BRDI2,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,22,57,,,,VUMY,15,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,23,57,,,,VUMY,20,LOGA2,DACA3,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,24,57,,,,DACA3,6,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,25,57,,,,VUMY,20,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,26,57,,,,AICA,9,VUMY,DACA3,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,27,57,,,,VUMY,10,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,28,57,,,,VUMY,15,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,29,57,,,,VUMY,10,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,30,57,,,,VUMY,16,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,31,57,,,,VUMY,12,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,32,57,,,,VUMY,2,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,33,57,,,,VUMY,18,TRDU2,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,34,57,,,,VUMY,25,PLLA,DACA3,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,35,57,,,,TRDU2,18,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,36,57,,,,DACA3,24,VUMY,TRDU2,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,37,57,,,,VUMY,21,DACA3,TRDU2,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,38,57,,,,VUMY,21,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,39,57,,,,VUMY,30,BRDI2,TRDU2,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,40,57,,,,LIUS,30,BRDI2,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,41,57,,,,LIUS,30,BRHO2,VUMY,TRDU2,PLLA,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,42,57,,,,VUMY,21,BRDI2,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,43,57,,,,VUMY,25,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,44,57,,,,JUNCU,30,VUMY,DACA3,TRDU2,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,45,57,,,,VUMY,18,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,46,57,,,,VUMY,16,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,47,57,,,,AVBA,40,BRHO2,VUMY,TRDU2,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,48,57,,,,VUMY,30,BRDI2,LOCO6,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,49,57,,,,PHAQ,42,VUMY,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,50,57,,,,PHAQ,41,VUMY,PLLA,DACA3,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,1,257,,,,BRDI2,30,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,2,257,,,,BRDI2,41,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,3,257,,,,BRDI2,28,VUMY,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,4,257,,,,BRDI2,25,PHAQ,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,5,257,,,,BRDI2,28,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,6,257,,,,PHAQ,35,BRDI2,VITE,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,7,257,,,,VUMY,3,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,8,257,,,,VUMY,18,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,9,257,,,,AGROS2,61,PETR7,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,10,257,,,,DACA3,13,PLLA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,11,257,,,,NOPLANT,0,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,12,257,,,,AGROS2,25,VUMY,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,13,257,,,,AICA,20,VUMY,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,14,257,,,,PHAQ,30,VUMY,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,15,257,,,,ANAR,1,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,16,257,,,,DACA3,25,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,17,257,,,,PETR7,5,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,18,257,,,,PHAQ,37,VUMY,VITE,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,19,257,,,,ANAR,10,VITE,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,20,257,,,,VUMY,22,PHAQ,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,21,257,,,,VUMY,21,VITE,PHAQ,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,22,257,,,,VUMY,30,JUNCU,PHAQ,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,23,257,,,,BRDI2,31,VUMY,PLLA,VITE,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,24,257,,,,PHAQ,15,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,25,257,,,,PHAQ,35,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,26,257,,,,VUMY,22,BRDI2,2PLANT,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,27,257,,,,BRDI2,22,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,28,257,,,,BRDI2,12,JUNCU,DACA3,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,29,257,,,,PETR7,23,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,30,257,,,,AICA,22,VUMY,,,,,,,,,,2LICHN,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,31,257,,,,BRDI2,17,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,32,257,,,,PLLA,20,BRDI2,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,33,257,,,,BRDI2,30,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,34,257,,,,VUMY,20,BRDI2,AICA,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,35,257,,,,DACA3,41,HOCA3,BRDI2,VUMY,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,36,257,,,,PHAQ,27,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,37,257,,,,POMU,9,PHAQ,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,38,257,,,,ANAR,10,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,39,257,,,,DACA3,19,SIBE,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,40,257,,,,BRDI2,28,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,41,257,,,,BRDI3,32,BRDI2,ANAR,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,42,257,,,,BRDI2,10,PLLA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,43,257,,,,COSE4,73,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,44,257,,,,COSE4,90,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,45,257,,,,COSE4,80,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,46,257,,,,VUMY,9,BRDI2,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,47,257,,,,NOPLANT,0,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,48,257,,,,PHAQ,68,TRDU2,LOCO6,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,49,257,,,,LOPEM2,20,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2016-05-25,50,257,,,,NOPLANT,0,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,1,57,,,,VUBR,11,DACA3,GEDI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,2,57,,,,JUPA2,19,VUBR,PLLA,2GA,L,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,3,57,,,,VUBR,5,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,4,57,,,,VUBR,12,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,5,57,,,,PLLA,4,VUBR,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,6,57,,,,DACA3,9,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,7,57,,,,DACA3,4,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,8,57,,,,DACA3,4,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,9,57,,,,DACA3,10,PLLA,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,10,57,,,,DACA3,1,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,11,57,,,,DACA3,6,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,12,57,,,,2GA,3,L,,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-007,2018-04-19,13,57,BAPI,,,PLLA,14,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,14,57,,,,VUBR,12,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,15,57,,,,VUBR,5,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,16,57,,,,DACA3,10,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,17,57,,,,BRDI2,9,2GA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,18,57,,,,PLLA,1,LIBI5,VUBR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,19,57,,,,DACA3,6,PLLA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,20,57,,,,DACA3,4,VUBR,,,,,,,,,,DACA3,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,21,57,,,,DACA3,8,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,22,57,,,,VUBR,4,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,23,57,,,,VUBR,10,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,24,57,,,,VUBR,4,DACA3,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,25,57,,,,PLLA,5,DACA3,,,,,,,,,,DACA3,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,26,57,,,,VUBR,4,VUBR,L,,,,,,,,,SAAM3,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,27,57,,,,PHAQ,10,VUBR,,,,,,,,,,AM,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,28,57,,,,DACA3,4,2GA,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,29,57,,,,DACA3,3,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,30,57,,,,DACA3,5,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,31,57,,,,PLLA,9,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,32,57,,,,JUOC2,20,PHAQ,BRHO2,VUBR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,33,57,,,,DACA3,6,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,34,57,,,,2GA,15,PLLA,WL,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,35,57,,,,PLLA,10,DACA3,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,36,57,,,,DACA3,8,2GA,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,37,57,,,,DACA3,4,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,38,57,,,,DACA3,19,VUBR,VUBR,L,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,39,57,,,,DACA3,14,VUBR,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,40,57,,,,VUBR,14,,,,,,,,,,,DACA3,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,41,57,,,,DACA3,5,VUBR,AICA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,42,57,,,,DACA3,19,VUBR,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,43,57,,,,PHAQ,20,DACA3,,,,,,,,,,DACA3,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,44,57,,,,VUBR,2,L,,,,,,,,,,S,,1
SMA-11-01,TOKA,TOKA-007,2018-04-19,45,57,,,,PHAQ,24,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,46,57,,,,PHAQ,15,2GA,L,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,47,57,,,,VUBR,5,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,48,57,,,,VUBR,6,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,49,57,,,,RUAC3,9,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,50,57,,,,PHAQ,30,WL,RUAC3,ANAR,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,1,237,,,,VUBR,6,VUBR,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,2,237,,,,VUBR,7,HYRA3,ANAR,VUBR,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,3,237,,,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,4,237,,,,DACA3,5,DACA3,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,5,237,,,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,6,237,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,7,237,,,,COSE4,50,,,,,,,,,,,COSE4,,1
SMA-11-01,TOKA,TOKA-007,2018-04-19,8,237,,,,COSE4,56,COSE4,L,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,9,237,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,10,237,,,,DACA3,8,VUBR,PLLA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,11,237,,,,DACA3,10,VUBR,PLLA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,12,237,,,,VUBR,7,PLLA,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,13,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,14,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,15,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,16,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,17,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,18,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,19,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,20,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,21,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,22,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,23,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,24,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,25,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,26,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,27,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,28,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,29,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,30,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,31,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,32,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,33,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,34,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,35,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,36,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,37,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,38,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,39,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,40,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,41,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,42,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,43,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,44,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,45,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,46,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,47,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,48,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,49,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2018-04-19,50,237,,,,,,,,,,,,,,,,,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,1,237,,,,PLLA,2,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,2,237,,,,VUBR,7,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,3,237,,,,VUBR,5,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,4,237,,,,VUBR,10,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,5,237,,,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,6,237,BAPI,,,COSE4,30,LOCO6,GEDI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,7,237,TODI,RUUR,,BRHO2,25,GEDI,PETR7,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,8,237,,,,2GA,4,2GP,,,,,,,,,,S,1,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,9,237,,,,VUBR,16,PLLA,JUNCU,2GA,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,10,237,TODI,,,2GP,35,VIAM,2GP,,,,,,,,,S,2,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,11,237,TODI,,,VIAM,35,SYCH4,GEDI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,12,237,TODI,BAPI,,2GP,45,GAAP2,SYCH4,GEDI,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,13,237,BAPI,,,2GP,56,SYCH4,GEDI,VIAM,L,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,14,237,BAPI,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,15,237,,,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,16,237,BAPI,,,2GP,25,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,17,237,BAPI,RUUR,,PETR7,15,2GP,TODI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,18,237,BAPI,,,TODI,15,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,19,237,TODI,,,2GP,,VIAM,GEDI,2GP,,,,,,,,S,3,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,20,237,RUUR,,,VITE,35,VUBR,JUNCU,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,21,237,,,,AICA,7,VUBR,ANAR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,22,237,,,,SIBE,15,BRHO2,ANAR,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,23,237,,,,2GP,45,VITE,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,24,237,,,,NOPLANT,,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,25,237,TODI,,,COSE4,35,VUBR,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,26,237,,,,VITE,15,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,27,237,BAPI,,,2GP,15,GEDI,2GA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,28,237,TODI,RUUR,,PETR7,20,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,29,237,BAPI,,,JUNCU,30,,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,30,237,BAPI,,,PETR7,10,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,31,237,PIRA2,,,PETR7,15,TODI,BAPI,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,32,237,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,33,237,,,,NOPLANT,,L,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,34,237,,,,VUBR,20,VITE,AICA,L,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,35,237,,,,LOGA2,7,AICA,,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,36,237,,,,COSE4,30,VUBR,LOGA2,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,37,237,,,,BRHO2,5,VISA,LOGA2,,,,,,,,,S,,0
SMA-11-01,TOKA,TOKA-007,2021-05-05,38,237,,,,BRDI2,20,VITE,LIBI5,EPILO,,,,,,,,S,,0
